TiNoq Sense - Monthly Report - 5/8/2025 to 5/27/2025
Generated on: 5/27/2025, 5:29:53 PM
Report period: 5/8/2025, 12:00:00 AM to 5/27/2025, 5:29:30 PM
Generated by: admin

SUMMARY STATISTICS
------------------
Temperature (°C):
  Minimum: 23.2
  Maximum: 35.0
  Average: 26.3

Humidity (%):
  Minimum: 40.9
  Maximum: 71.1
  Average: 50.9

DETAILED READINGS
------------------
Timestamp            | Temperature (°C) | Humidity (%)
5/27/2025, 5:24:09 PM | 24.5             | 49.2
5/27/2025, 5:24:39 PM | 24.5             | 48.4
5/27/2025, 5:25:09 PM | 24.5             | 47.4
5/27/2025, 5:25:39 PM | 24.5             | 49.0
5/27/2025, 5:26:09 PM | 24.5             | 47.7
5/27/2025, 5:26:39 PM | 24.4             | 48.0
5/27/2025, 5:27:09 PM | 24.5             | 47.2
5/27/2025, 5:27:39 PM | 24.4             | 48.6
5/27/2025, 5:28:09 PM | 24.4             | 48.8
5/27/2025, 5:28:39 PM | 24.4             | 47.8
5/27/2025, 5:29:09 PM | 24.4             | 48.1
